Chi-squared (1502.05703),M_dm,~chi_10 (MASS),M1 (MSOFT),M2 (MSOFT),tanbeta (HMIX),mu (HMIX),\Omega_{\chi}h^2,\sigma_{SI proton} (pb),\sigma_v (Km/s),At (Yd),MA (HMIX),M_q3L (MSOFT)
Chi-squared (1502.05703),Dark matter mass (Gev),Neutralino mass (GeV),Bino mass (GeV),Wino mass (GeV),tan \beta,Higgsino mass (GeV),Relic density,Spin independent cross section,\sigma_v (Km/s),Trilinear coupling top (GeV),Pseudoscalar Higgs mass (GeV),Left handed 3rd generation squark mass (GeV)
Statistic,Observable,Particle,Model parameter,Model parameter,Model parameter,Model parameter,Observable,Observable,Observable,Model parameter,Model parameter,Model parameter
31,8.61E+01,8.61E+01,-1.10E+02,4.00E+02,2.44E+01,1.10E+02,7.82E-02,5.14679E-10,1.12E-26,-1.58E+03,6.29E+02,1.90E+03
31,8.61E+01,8.61E+01,-1.09E+02,3.33E+02,2.58E+01,1.11E+02,8.55E-02,3.33094E-10,9.50E-27,3.30E+03,6.35E+02,-2.81E+03
31,8.61E+01,8.61E+01,-1.08E+02,4.22E+02,2.82E+01,1.13E+02,0.114382176,7.10798E-10,7.82E-27,3.46E+03,7.19E+02,-2.60E+03
31,8.60E+01,8.60E+01,-1.08E+02,4.08E+02,2.87E+01,1.13E+02,0.114253069,3.83111E-10,7.83E-27,3.40E+03,6.62E+02,-2.84E+03
31,8.61E+01,8.61E+01,-1.08E+02,3.47E+02,1.92E+01,1.11E+02,8.42E-02,1.06236E-09,9.68E-27,3.40E+03,7.28E+02,-2.78E+03
31,8.61E+01,8.61E+01,-1.08E+02,3.27E+02,4.02E+01,1.11E+02,8.29E-02,8.17622E-10,9.96E-27,2.68E+03,1.19E+03,-9.03E+02
31,8.60E+01,8.60E+01,-1.05E+02,3.09E+02,1.37E+01,1.13E+02,9.56E-02,2.5292E-10,7.77E-27,3.48E+03,4.70E+02,-2.95E+03
31,8.60E+01,8.60E+01,-1.08E+02,4.49E+02,2.69E+01,1.13E+02,0.116696272,5.32003E-10,7.78E-27,-1.74E+03,6.39E+02,1.80E+03
31,8.61E+01,8.61E+01,-1.07E+02,3.98E+02,1.97E+01,1.13E+02,0.112291526,8.29295E-10,7.82E-27,3.39E+03,6.32E+02,-3.02E+03
31,8.61E+01,8.61E+01,-1.06E+02,2.96E+02,1.79E+01,1.13E+02,9.32E-02,5.50188E-10,7.92E-27,3.40E+03,5.88E+02,-2.92E+03
31,8.60E+01,8.60E+01,-1.07E+02,3.63E+02,1.74E+01,1.13E+02,0.107376577,2.05653E-10,7.82E-27,3.42E+03,5.02E+02,-2.83E+03
31,8.61E+01,8.61E+01,-1.07E+02,3.09E+02,2.05E+01,1.12E+02,8.90E-02,1.0627E-09,8.68E-27,-1.76E+03,6.97E+02,1.81E+03
31,8.60E+01,8.60E+01,-1.07E+02,3.71E+02,2.86E+01,1.13E+02,0.112487432,5.16855E-10,7.80E-27,-1.71E+03,6.60E+02,1.79E+03
31,8.60E+01,8.60E+01,-1.08E+02,4.63E+02,2.60E+01,1.13E+02,0.116213149,2.28434E-10,7.74E-27,3.66E+03,6.05E+02,-2.69E+03
31,8.60E+01,8.60E+01,-1.07E+02,3.39E+02,2.83E+01,1.13E+02,0.107410734,4.01673E-10,7.84E-27,3.30E+03,6.67E+02,-2.78E+03
31,8.61E+01,8.61E+01,-1.09E+02,3.80E+02,3.75E+01,1.10E+02,7.87E-02,5.72007E-10,1.11E-26,2.57E+03,1.23E+03,-8.77E+02
31,8.61E+01,8.61E+01,-1.07E+02,3.55E+02,2.42E+01,1.11E+02,8.25E-02,6.94358E-10,1.01E-26,2.59E+03,1.25E+03,-8.83E+02
31,8.60E+01,8.60E+01,-1.07E+02,3.74E+02,2.47E+01,1.13E+02,0.11118224,9.70806E-10,7.86E-27,-1.76E+03,6.90E+02,1.82E+03
31,8.60E+01,8.60E+01,-1.09E+02,3.87E+02,1.88E+01,1.10E+02,8.12E-02,9.26252E-10,1.04E-26,3.48E+03,6.87E+02,-2.83E+03
31,8.61E+01,8.61E+01,-1.09E+02,4.00E+02,3.48E+01,1.10E+02,7.83E-02,4.47468E-10,1.13E-26,2.67E+03,1.27E+03,-8.70E+02
31,8.60E+01,8.60E+01,-1.08E+02,3.16E+02,2.62E+01,1.11E+02,8.74E-02,6.11985E-10,8.95E-27,3.49E+03,7.13E+02,-2.67E+03
31,8.59E+01,8.59E+01,-1.06E+02,3.63E+02,1.60E+01,1.12E+02,0.105714654,1.73842E-10,7.83E-27,3.33E+03,4.77E+02,-3.02E+03
31,8.60E+01,8.60E+01,-1.06E+02,4.10E+02,3.38E+01,1.13E+02,0.116025099,1.22187E-09,7.79E-27,2.55E+03,1.13E+03,-9.03E+02
31,8.60E+01,8.60E+01,-1.07E+02,3.01E+02,2.33E+01,1.12E+02,9.08E-02,6.56472E-10,8.29E-27,3.42E+03,6.84E+02,-2.79E+03
31,8.59E+01,8.59E+01,-1.09E+02,3.68E+02,2.07E+01,1.10E+02,8.40E-02,3.33059E-10,9.75E-27,3.40E+03,5.73E+02,-2.97E+03
31,8.60E+01,8.60E+01,-1.10E+02,4.08E+02,3.57E+01,1.10E+02,7.80E-02,2.29866E-10,1.13E-26,2.69E+03,1.18E+03,-8.62E+02
31,8.59E+01,8.59E+01,-1.06E+02,4.06E+02,3.04E+01,1.13E+02,0.114217489,1.19891E-09,7.76E-27,2.57E+03,1.13E+03,-8.93E+02
31,8.59E+01,8.59E+01,-1.07E+02,3.23E+02,1.93E+01,1.11E+02,8.97E-02,3.43791E-10,8.49E-27,3.34E+03,5.60E+02,-2.90E+03
31,8.58E+01,8.58E+01,-1.08E+02,3.69E+02,2.89E+01,1.12E+02,0.109191167,1.16706E-10,7.74E-27,3.33E+03,6.06E+02,-2.80E+03
31,8.59E+01,8.59E+01,-1.11E+02,4.26E+02,2.61E+01,1.09E+02,7.94E-02,4.85222E-10,1.08E-26,3.52E+03,6.75E+02,-2.71E+03
31,8.59E+01,8.59E+01,-1.06E+02,3.87E+02,2.41E+01,1.13E+02,0.109880586,4.34285E-10,7.75E-27,2.67E+03,1.23E+03,-8.72E+02
31,8.58E+01,8.58E+01,-1.09E+02,3.87E+02,2.17E+01,1.10E+02,8.19E-02,2.0116E-10,1.01E-26,-1.55E+03,5.32E+02,1.84E+03
31,9.16E+01,9.16E+01,-1.10E+02,3.58E+02,1.44E+01,1.20E+02,8.64E-02,9.70501E-10,1.35E-26,3.45E+03,6.36E+02,-2.92E+03
30,9.14E+01,9.14E+01,-1.08E+02,3.52E+02,1.06E+01,1.21E+02,9.51E-02,5.24276E-10,1.19E-26,3.49E+03,4.81E+02,-2.89E+03
31,9.13E+01,9.13E+01,-1.12E+02,4.03E+02,2.34E+01,1.19E+02,8.25E-02,4.93004E-10,1.47E-26,3.54E+03,6.52E+02,-2.77E+03
31,9.09E+01,9.09E+01,-1.10E+02,4.33E+02,1.66E+01,1.21E+02,0.108872092,7.07743E-10,1.09E-26,3.43E+03,5.81E+02,-2.95E+03
30,9.08E+01,9.08E+01,-1.10E+02,4.41E+02,1.26E+01,1.18E+02,8.51E-02,5.18704E-10,1.38E-26,3.32E+03,5.04E+02,-2.88E+03
30,9.07E+01,9.07E+01,-1.09E+02,3.54E+02,1.24E+01,1.19E+02,8.96E-02,3.00297E-10,1.26E-26,3.45E+03,4.64E+02,-2.97E+03
31,9.06E+01,9.06E+01,-1.10E+02,2.92E+02,2.39E+01,1.20E+02,9.82E-02,1.04979E-10,1.12E-26,3.40E+03,5.62E+02,-2.98E+03
31,9.05E+01,9.05E+01,-1.13E+02,4.55E+02,2.47E+01,1.16E+02,7.82E-02,5.73742E-10,1.56E-26,3.58E+03,6.86E+02,-2.72E+03
31,9.05E+01,9.05E+01,-1.12E+02,4.75E+02,1.69E+01,1.16E+02,7.77E-02,6.726E-10,1.56E-26,3.34E+03,6.00E+02,-2.92E+03
31,9.03E+01,9.03E+01,-1.10E+02,3.48E+02,1.53E+01,1.17E+02,8.48E-02,7.35981E-10,1.32E-26,3.57E+03,6.00E+02,-2.76E+03
30,9.02E+01,9.02E+01,-1.08E+02,3.15E+02,1.33E+01,1.19E+02,9.59E-02,5.77031E-10,1.11E-26,3.42E+03,5.30E+02,-2.95E+03
30,9.01E+01,9.01E+01,-1.13E+02,5.68E+02,2.07E+01,1.16E+02,7.94E-02,4.56099E-10,1.55E-26,3.30E+03,5.99E+02,-2.83E+03
31,9.01E+01,9.01E+01,-1.08E+02,4.15E+02,1.18E+01,1.19E+02,0.106919038,1.34269E-10,1.08E-26,3.58E+03,4.20E+02,-2.93E+03
31,9.01E+01,9.01E+01,-1.11E+02,4.58E+02,2.17E+01,1.16E+02,7.91E-02,8.89906E-10,1.53E-26,2.55E+03,1.24E+03,-8.76E+02
30,9.00E+01,9.00E+01,-1.10E+02,3.58E+02,1.58E+01,1.17E+02,8.42E-02,4.9305E-11,1.34E-26,3.34E+03,4.47E+02,-2.89E+03
30,9.00E+01,9.00E+01,-1.07E+02,3.39E+02,1.01E+01,1.18E+02,9.05E-02,9.4841E-10,1.18E-26,3.46E+03,5.64E+02,-2.91E+03
30,8.99E+01,8.99E+01,-1.09E+02,3.99E+02,2.02E+01,1.19E+02,0.107145696,1.47896E-10,1.09E-26,3.36E+03,5.26E+02,-2.90E+03
30,9.00E+01,9.00E+01,-1.10E+02,4.14E+02,1.30E+01,1.16E+02,8.37E-02,7.49489E-10,1.38E-26,3.57E+03,5.59E+02,-2.94E+03
31,8.99E+01,8.99E+01,-1.13E+02,4.18E+02,2.29E+01,1.15E+02,7.65E-02,5.84841E-10,1.55E-26,3.40E+03,6.67E+02,-2.81E+03
30,8.99E+01,8.99E+01,-1.09E+02,3.90E+02,1.11E+01,1.17E+02,8.63E-02,7.33644E-10,1.30E-26,3.40E+03,5.25E+02,-2.94E+03
31,8.99E+01,8.99E+01,-1.12E+02,4.52E+02,1.69E+01,1.15E+02,7.62E-02,3.11724E-10,1.56E-26,3.38E+03,5.24E+02,-2.80E+03
30,8.98E+01,8.98E+01,-1.08E+02,3.55E+02,1.48E+01,1.19E+02,0.101902717,2.24165E-10,1.10E-26,3.48E+03,4.79E+02,-2.90E+03
30,8.98E+01,8.98E+01,-1.10E+02,4.58E+02,2.77E+01,1.19E+02,0.108704804,3.72518E-10,1.09E-26,3.50E+03,6.58E+02,-2.75E+03
31,8.99E+01,8.99E+01,-1.09E+02,3.35E+02,1.28E+01,1.17E+02,8.60E-02,7.57377E-10,1.24E-26,3.58E+03,5.68E+02,-2.89E+03
30,8.98E+01,8.98E+01,-1.07E+02,3.63E+02,1.07E+01,1.18E+02,9.98E-02,1.13839E-09,1.10E-26,3.47E+03,5.94E+02,-2.94E+03
31,8.97E+01,8.97E+01,-1.11E+02,3.43E+02,2.10E+01,1.16E+02,8.16E-02,6.39014E-11,1.37E-26,3.43E+03,5.12E+02,-2.76E+03
31,8.97E+01,8.97E+01,-1.09E+02,3.39E+02,1.27E+01,1.17E+02,8.59E-02,1.3817E-10,1.25E-26,3.95E+03,4.38E+02,-3.11E+03
30,8.97E+01,8.97E+01,-1.07E+02,3.55E+02,1.07E+01,1.18E+02,0.101357317,5.85449E-10,1.07E-26,3.41E+03,4.85E+02,-2.97E+03
30,8.97E+01,8.97E+01,-1.13E+02,4.07E+02,3.35E+01,1.15E+02,8.03E-02,3.47882E-10,1.47E-26,3.62E+03,7.30E+02,-2.73E+03
30,8.96E+01,8.96E+01,-1.12E+02,3.73E+02,2.86E+01,1.16E+02,8.24E-02,2.37648E-10,1.40E-26,3.32E+03,6.44E+02,-2.80E+03
30,8.96E+01,8.96E+01,-1.09E+02,5.17E+02,1.49E+01,1.18E+02,0.110153012,4.1412E-10,1.06E-26,3.34E+03,5.04E+02,-2.94E+03
30,8.96E+01,8.96E+01,-1.08E+02,4.33E+02,1.32E+01,1.18E+02,0.104499443,7.30958E-10,1.09E-26,3.60E+03,5.40E+02,-2.99E+03
30,8.96E+01,8.96E+01,-1.11E+02,4.05E+02,1.69E+01,1.15E+02,8.08E-02,1.21707E-10,1.43E-26,3.47E+03,4.81E+02,-2.96E+03
30,8.95E+01,8.95E+01,-1.13E+02,4.85E+02,2.25E+01,1.15E+02,7.87E-02,3.01221E-10,1.52E-26,3.56E+03,5.92E+02,-2.71E+03
30,8.96E+01,8.96E+01,-1.09E+02,4.62E+02,1.40E+01,1.18E+02,0.105878994,8.84909E-10,1.09E-26,3.40E+03,5.70E+02,-2.92E+03
31,8.96E+01,8.96E+01,-1.12E+02,4.20E+02,1.90E+01,1.15E+02,7.67E-02,7.38152E-10,1.51E-26,3.38E+03,6.50E+02,-2.73E+03
31,8.96E+01,8.96E+01,-1.11E+02,4.06E+02,2.45E+01,1.15E+02,7.66E-02,4.22465E-10,1.52E-26,2.62E+03,1.23E+03,-8.71E+02
31,8.96E+01,8.96E+01,-1.11E+02,3.40E+02,2.45E+01,1.16E+02,8.40E-02,4.90724E-10,1.31E-26,3.31E+03,6.62E+02,-2.81E+03
31,8.96E+01,8.96E+01,-1.10E+02,3.53E+02,1.54E+01,1.16E+02,8.36E-02,5.26528E-10,1.31E-26,3.38E+03,5.50E+02,-3.15E+03
30,8.95E+01,8.95E+01,-1.09E+02,2.88E+02,2.31E+01,1.18E+02,9.08E-02,1.476E-10,1.13E-26,3.96E+03,5.70E+02,-3.02E+03
30,8.95E+01,8.95E+01,-1.09E+02,3.93E+02,1.27E+01,1.16E+02,8.54E-02,4.91206E-10,1.31E-26,3.89E+03,5.05E+02,-3.04E+03
30,8.95E+01,8.95E+01,-1.09E+02,4.99E+02,1.60E+01,1.18E+02,0.109189748,6.40303E-10,1.06E-26,3.39E+03,5.56E+02,-2.96E+03
31,8.95E+01,8.95E+01,-1.07E+02,3.86E+02,1.19E+01,1.18E+02,0.106486504,4.46977E-10,1.04E-26,3.41E+03,4.74E+02,-2.90E+03
31,8.95E+01,8.95E+01,-1.07E+02,3.82E+02,1.18E+01,1.18E+02,0.108025576,3.14263E-10,1.03E-26,3.41E+03,4.52E+02,-2.89E+03
31,8.94E+01,8.94E+01,-1.09E+02,3.70E+02,1.82E+01,1.19E+02,0.109956569,1.86613E-10,1.03E-26,3.39E+03,5.11E+02,-2.92E+03
31,8.95E+01,8.95E+01,-1.08E+02,3.58E+02,1.65E+01,1.19E+02,0.110250362,6.90081E-10,1.01E-26,3.42E+03,5.78E+02,-3.03E+03
31,8.95E+01,8.95E+01,-1.12E+02,4.60E+02,4.15E+01,1.15E+02,7.41E-02,7.47606E-10,1.63E-26,2.64E+03,1.30E+03,-8.90E+02
31,8.94E+01,8.94E+01,-1.09E+02,2.90E+02,2.00E+01,1.18E+02,8.78E-02,1.27495E-10,1.15E-26,3.44E+03,5.25E+02,-3.04E+03
31,8.95E+01,8.95E+01,-1.09E+02,5.50E+02,1.87E+01,1.18E+02,0.111999092,5.99111E-10,1.04E-26,3.51E+03,5.85E+02,-2.82E+03
31,8.95E+01,8.95E+01,-1.13E+02,4.80E+02,2.13E+01,1.14E+02,7.66E-02,2.4204E-10,1.56E-26,3.46E+03,5.63E+02,-2.70E+03
31,8.93E+01,8.93E+01,-1.08E+02,2.78E+02,1.74E+01,1.18E+02,9.12E-02,5.97057E-12,1.07E-26,4.05E+03,4.53E+02,-2.99E+03
31,8.95E+01,8.95E+01,-1.10E+02,4.00E+02,1.47E+01,1.15E+02,7.94E-02,4.60708E-10,1.42E-26,3.35E+03,5.25E+02,-2.84E+03
30,8.94E+01,8.94E+01,-1.09E+02,3.98E+02,1.59E+01,1.18E+02,0.104449985,8.80337E-10,1.09E-26,3.40E+03,6.03E+02,-2.92E+03
31,8.95E+01,8.95E+01,-1.10E+02,3.42E+02,1.68E+01,1.16E+02,8.33E-02,8.89112E-10,1.30E-26,3.47E+03,6.56E+02,-2.94E+03
30,8.93E+01,8.93E+01,-1.10E+02,3.57E+02,1.71E+01,1.16E+02,8.61E-02,6.36178E-11,1.29E-26,3.44E+03,4.68E+02,-2.86E+03
30,8.94E+01,8.94E+01,-1.08E+02,3.78E+02,1.39E+01,1.18E+02,0.104699693,7.74215E-10,1.07E-26,3.38E+03,5.57E+02,-2.95E+03
30,8.94E+01,8.94E+01,-1.09E+02,5.48E+02,1.85E+01,1.18E+02,0.109425753,1.00333E-09,1.07E-26,3.50E+03,6.50E+02,-2.70E+03
30,8.94E+01,8.94E+01,-1.11E+02,4.51E+02,1.73E+01,1.15E+02,7.99E-02,9.94245E-10,1.45E-26,-1.74E+03,6.34E+02,1.88E+03
31,8.94E+01,8.94E+01,-1.09E+02,5.36E+02,2.24E+01,1.19E+02,0.114907214,7.52065E-10,1.01E-26,3.49E+03,6.57E+02,-2.68E+03
31,8.93E+01,8.93E+01,-1.08E+02,3.11E+02,1.75E+01,1.18E+02,0.105094959,2.59143E-10,1.01E-26,4.00E+03,5.26E+02,-3.06E+03
31,8.93E+01,8.93E+01,-1.14E+02,6.06E+02,2.91E+01,1.14E+02,7.45E-02,4.06472E-10,1.65E-26,3.55E+03,6.93E+02,-2.78E+03
30,8.93E+01,8.93E+01,-1.11E+02,3.78E+02,1.87E+01,1.15E+02,8.30E-02,5.01298E-10,1.35E-26,3.45E+03,5.88E+02,-2.94E+03
31,8.93E+01,8.93E+01,-1.13E+02,4.02E+02,3.19E+01,1.14E+02,7.54E-02,1.71684E-10,1.54E-26,3.61E+03,6.64E+02,-2.82E+03
30,8.93E+01,8.93E+01,-1.12E+02,4.81E+02,2.33E+01,1.14E+02,7.93E-02,6.17743E-10,1.50E-26,3.56E+03,6.75E+02,-2.72E+03
31,8.93E+01,8.93E+01,-1.11E+02,4.41E+02,1.68E+01,1.14E+02,7.70E-02,3.42042E-10,1.50E-26,3.36E+03,5.28E+02,-2.85E+03
31,8.93E+01,8.93E+01,-1.07E+02,3.18E+02,1.36E+01,1.18E+02,9.99E-02,6.5477E-10,1.03E-26,3.55E+03,5.46E+02,-2.90E+03
31,8.93E+01,8.93E+01,-1.10E+02,3.72E+02,1.53E+01,1.15E+02,8.20E-02,1.06253E-09,1.33E-26,3.49E+03,6.77E+02,-2.90E+03
30,8.93E+01,8.93E+01,-1.09E+02,3.56E+02,1.34E+01,1.16E+02,8.45E-02,1.15089E-09,1.28E-26,3.54E+03,6.71E+02,-2.90E+03
30,8.92E+01,8.92E+01,-1.09E+02,3.57E+02,1.95E+01,1.18E+02,0.104130675,8.51869E-10,1.07E-26,3.31E+03,6.52E+02,-2.71E+03
31,8.92E+01,8.92E+01,-1.10E+02,3.71E+02,1.52E+01,1.15E+02,8.05E-02,3.24304E-10,1.36E-26,3.41E+03,5.06E+02,-2.90E+03
30,8.91E+01,8.91E+01,-1.10E+02,6.03E+02,2.44E+01,1.18E+02,0.113392403,1.81479E-10,1.03E-26,3.54E+03,5.81E+02,-2.81E+03
31,8.92E+01,8.92E+01,-1.12E+02,3.98E+02,2.53E+01,1.14E+02,7.88E-02,3.74088E-10,1.45E-26,3.49E+03,6.44E+02,-2.84E+03
31,8.92E+01,8.92E+01,-1.13E+02,4.99E+02,2.16E+01,1.14E+02,7.60E-02,1.03049E-09,1.56E-26,3.53E+03,7.60E+02,-2.73E+03
30,8.92E+01,8.92E+01,-1.08E+02,3.35E+02,1.64E+01,1.18E+02,0.102713479,6.7541E-10,1.05E-26,3.43E+03,5.82E+02,-2.89E+03
31,8.91E+01,8.91E+01,-1.08E+02,4.39E+02,1.71E+01,1.18E+02,0.113794055,3.77304E-10,9.98E-27,3.40E+03,5.28E+02,-3.08E+03
30,8.91E+01,8.91E+01,-1.09E+02,2.83E+02,2.09E+01,1.18E+02,9.36E-02,3.18824E-11,1.06E-26,3.88E+03,5.06E+02,-3.07E+03
30,8.92E+01,8.92E+01,-1.08E+02,3.16E+02,1.35E+01,1.17E+02,9.18E-02,5.79846E-10,1.11E-26,3.37E+03,5.33E+02,-2.97E+03
30,8.91E+01,8.91E+01,-1.09E+02,3.65E+02,1.75E+01,1.17E+02,0.103867652,2.10171E-10,1.06E-26,3.39E+03,5.08E+02,-2.89E+03
31,8.91E+01,8.91E+01,-1.10E+02,3.32E+02,1.80E+01,1.16E+02,8.23E-02,7.40214E-10,1.28E-26,3.63E+03,6.46E+02,-2.66E+03
31,8.91E+01,8.91E+01,-1.06E+02,3.02E+02,1.08E+01,1.18E+02,9.83E-02,4.21243E-10,9.81E-27,3.39E+03,4.66E+02,-2.95E+03
31,8.91E+01,8.91E+01,-1.11E+02,3.51E+02,1.98E+01,1.15E+02,7.98E-02,5.23745E-10,1.36E-26,3.21E+03,6.09E+02,-2.77E+03
30,8.90E+01,8.90E+01,-1.09E+02,3.19E+02,2.23E+01,1.18E+02,0.103520022,1.36047E-10,1.04E-26,3.94E+03,5.54E+02,-2.98E+03
31,8.90E+01,8.90E+01,-1.10E+02,3.40E+02,1.65E+01,1.15E+02,8.25E-02,8.28678E-12,1.28E-26,3.99E+03,4.38E+02,-2.95E+03
31,8.91E+01,8.91E+01,-1.11E+02,4.32E+02,1.51E+01,1.14E+02,7.69E-02,7.16702E-10,1.47E-26,3.55E+03,5.90E+02,-2.70E+03
31,8.91E+01,8.91E+01,-1.10E+02,3.93E+02,1.65E+01,1.15E+02,7.85E-02,5.45107E-10,1.42E-26,-1.55E+03,5.39E+02,1.84E+03
31,8.90E+01,8.90E+01,-1.08E+02,2.80E+02,2.28E+01,1.18E+02,0.100197346,2.95489E-10,9.90E-27,3.33E+03,5.96E+02,-2.93E+03
31,8.91E+01,8.91E+01,-1.11E+02,3.87E+02,1.97E+01,1.14E+02,7.77E-02,6.4992E-10,1.44E-26,3.54E+03,6.43E+02,-2.70E+03
31,8.91E+01,8.91E+01,-1.11E+02,4.00E+02,3.15E+01,1.15E+02,7.55E-02,1.11298E-10,1.52E-26,2.63E+03,1.16E+03,-8.69E+02
31,8.91E+01,8.91E+01,-1.13E+02,4.77E+02,2.32E+01,1.13E+02,7.53E-02,3.10234E-10,1.56E-26,3.36E+03,6.00E+02,-2.80E+03
30,8.91E+01,8.91E+01,-1.07E+02,3.75E+02,1.11E+01,1.17E+02,0.104752364,1.01772E-09,1.03E-26,3.58E+03,5.64E+02,-2.91E+03
31,8.89E+01,8.89E+01,-1.08E+02,3.43E+02,2.36E+01,1.18E+02,0.113041686,5.07083E-11,9.77E-27,3.44E+03,5.38E+02,-2.75E+03
31,8.90E+01,8.90E+01,-1.09E+02,3.46E+02,1.50E+01,1.16E+02,8.46E-02,6.99976E-10,1.25E-26,3.45E+03,5.83E+02,-2.90E+03
31,8.90E+01,8.90E+01,-1.08E+02,4.49E+02,1.57E+01,1.18E+02,0.113906474,4.6559E-10,9.90E-27,3.33E+03,5.22E+02,-2.89E+03
30,8.90E+01,8.90E+01,-1.08E+02,3.95E+02,1.55E+01,1.17E+02,0.105257544,1.018E-09,1.06E-26,3.59E+03,6.25E+02,-2.84E+03
30,8.90E+01,8.90E+01,-1.09E+02,3.27E+02,2.41E+01,1.18E+02,0.105091214,5.03886E-10,1.03E-26,3.33E+03,6.46E+02,-2.75E+03
30,8.90E+01,8.90E+01,-1.08E+02,3.07E+02,1.68E+01,1.17E+02,9.71E-02,2.1894E-10,1.05E-26,3.93E+03,5.10E+02,-3.02E+03
31,8.90E+01,8.90E+01,-1.10E+02,3.94E+02,1.62E+01,1.14E+02,8.06E-02,2.49676E-10,1.38E-26,3.47E+03,5.02E+02,-2.92E+03
30,8.90E+01,8.90E+01,-1.08E+02,4.02E+02,1.29E+01,1.17E+02,0.104349396,6.22421E-10,1.06E-26,3.57E+03,5.17E+02,-2.91E+03
30,8.90E+01,8.90E+01,-1.10E+02,5.58E+02,2.84E+01,1.18E+02,0.111696496,6.72909E-10,1.04E-26,3.48E+03,7.18E+02,-2.73E+03
30,8.90E+01,8.90E+01,-1.08E+02,3.09E+02,1.57E+01,1.17E+02,9.02E-02,5.74707E-10,1.12E-26,3.55E+03,5.68E+02,-2.86E+03
31,8.90E+01,8.90E+01,-1.13E+02,4.93E+02,2.45E+01,1.13E+02,7.33E-02,6.55143E-10,1.61E-26,3.50E+03,7.05E+02,-2.65E+03
30,8.89E+01,8.89E+01,-1.08E+02,2.96E+02,1.79E+01,1.17E+02,9.50E-02,1.59626E-10,1.05E-26,4.01E+03,5.12E+02,-3.06E+03
30,8.90E+01,8.90E+01,-1.09E+02,3.79E+02,1.93E+01,1.17E+02,0.106162516,3.37109E-10,1.05E-26,3.42E+03,5.53E+02,-2.90E+03
30,8.90E+01,8.90E+01,-1.10E+02,3.36E+02,2.01E+01,1.16E+02,8.57E-02,6.16246E-10,1.24E-26,3.39E+03,6.34E+02,-2.96E+03
31,8.90E+01,8.90E+01,-1.09E+02,3.35E+02,2.85E+01,1.18E+02,0.111210222,4.38795E-10,9.88E-27,3.59E+03,6.86E+02,-2.65E+03
31,8.90E+01,8.90E+01,-1.10E+02,3.74E+02,1.51E+01,1.14E+02,7.94E-02,8.53544E-10,1.36E-26,3.52E+03,6.24E+02,-2.93E+03
30,8.90E+01,8.90E+01,-1.07E+02,3.91E+02,1.09E+01,1.17E+02,0.104240689,1.07072E-09,1.04E-26,3.50E+03,5.69E+02,-2.90E+03
31,8.90E+01,8.90E+01,-1.11E+02,3.24E+02,2.70E+01,1.15E+02,8.14E-02,3.77522E-10,1.30E-26,3.56E+03,6.71E+02,-2.65E+03
31,8.89E+01,8.89E+01,-1.08E+02,2.98E+02,1.63E+01,1.17E+02,8.95E-02,2.32913E-10,1.09E-26,3.47E+03,5.05E+02,-2.90E+03
31,8.89E+01,8.89E+01,-1.08E+02,3.86E+02,1.79E+01,1.18E+02,0.112848907,1.03403E-10,9.87E-27,3.97E+03,4.93E+02,-3.07E+03
31,8.90E+01,8.90E+01,-1.13E+02,4.54E+02,2.68E+01,1.13E+02,7.50E-02,4.70037E-10,1.55E-26,3.53E+03,6.86E+02,-2.74E+03
30,8.90E+01,8.90E+01,-1.07E+02,3.05E+02,1.39E+01,1.17E+02,9.23E-02,4.43231E-10,1.07E-26,3.47E+03,5.16E+02,-2.84E+03
30,8.90E+01,8.90E+01,-1.10E+02,3.91E+02,1.69E+01,1.14E+02,8.08E-02,6.47279E-10,1.37E-26,3.29E+03,5.93E+02,-3.04E+03
30,8.90E+01,8.90E+01,-1.07E+02,3.42E+02,1.26E+01,1.17E+02,0.102558182,7.48083E-10,1.02E-26,3.56E+03,5.42E+02,-2.91E+03
31,8.89E+01,8.89E+01,-1.13E+02,5.09E+02,2.49E+01,1.13E+02,7.32E-02,3.19168E-10,1.61E-26,3.43E+03,6.24E+02,-2.72E+03
30,8.89E+01,8.89E+01,-1.10E+02,3.99E+02,1.65E+01,1.15E+02,8.32E-02,1.3466E-10,1.34E-26,3.37E+03,4.78E+02,-2.99E+03
31,8.90E+01,8.90E+01,-1.10E+02,3.25E+02,2.19E+01,1.16E+02,8.32E-02,7.86708E-10,1.26E-26,-1.70E+03,6.64E+02,1.84E+03
30,8.88E+01,8.88E+01,-1.09E+02,3.19E+02,2.52E+01,1.17E+02,0.101650709,4.38286E-11,1.05E-26,4.14E+03,5.57E+02,-3.07E+03
30,8.90E+01,8.90E+01,-1.07E+02,3.19E+02,1.28E+01,1.17E+02,9.72E-02,1.02469E-09,1.04E-26,3.52E+03,6.12E+02,-3.00E+03
31,8.88E+01,8.88E+01,-1.08E+02,3.01E+02,2.31E+01,1.18E+02,0.103394137,7.37758E-11,1.00E-26,3.33E+03,5.40E+02,-2.91E+03
31,8.88E+01,8.88E+01,-1.08E+02,3.57E+02,1.76E+01,1.18E+02,0.11209701,1.09615E-10,9.74E-27,3.96E+03,4.91E+02,-3.05E+03
